year,metarea,obs,households,wealth_mean,wealth_median,wealth_top1,wealth_top.1,wealth_top.01,wealth_top.001,wealth_top10,wealth_bottom50,wealth_gini,wealth_sd,p90,p10,income_mean,house_value_mean,own,rent,own_outright,own_mortgage,college,white,black,hispanic,female,household_size,age,mean_sd,top1_sd,top.1_sd,top.01_sd,top.001_sd,top10_sd,bottom50_sd,top5_sd,top.5_sd,gini_sd
2000,172,10463,187169,424459.186,135592.424,0.277,0.132,0.063,0.03,0.602,0.05,0.775,1052351.76,880981.017,1782.303,87042.415,169956.004,0.641,0.359,0.131,0.511,0.413,0.853,0.059,0.042,0.313,2.598,46.368,21245.83,0.032,0.017,0.008,0.004,0.021,0.003,0.029,0.028,0.019
2000,174,2124,44395.833,361876.556,83631.182,0.293,0.139,0.066,0.032,0.643,0.033,0.807,697657.715,781183.032,-3739.576,77502.478,112076.471,0.575,0.425,0.155,0.42,0.433,0.881,0.073,0.003,0.35,2.387,44.745,20331.602,0.04,0.022,0.01,0.005,0.021,0.002,0.031,0.035,0.019
2000,176,11246,204171.667,333762.316,98053.856,0.297,0.142,0.068,0.032,0.632,0.048,0.805,1064110.413,685075.395,-1489.474,83922.702,126988.618,0.678,0.322,0.174,0.504,0.385,0.689,0.279,0.008,0.385,2.478,47.38,8876.615,0.014,0.007,0.004,0.002,0.009,0.001,0.011,0.013,0.012
2000,180,3376,58369.167,250384.447,61605.129,0.312,0.149,0.071,0.034,0.659,0.035,0.845,2985800.657,514013.25,-2964.202,73285.071,89968.559,0.562,0.438,0.156,0.405,0.26,0.544,0.412,0.013,0.424,2.528,48.705,3265.634,0.007,0.003,0.001,0.001,0.004,0,0.005,0.006,0.006
2000,184,30223,554372.833,374400.418,108548.686,0.297,0.142,0.068,0.032,0.631,0.043,0.805,1279831.82,773583.09,-2605.768,88719.223,136143.885,0.611,0.389,0.139,0.472,0.359,0.821,0.135,0.006,0.375,2.439,46.652,11985.709,0.014,0.007,0.003,0.002,0.011,0.001,0.011,0.012,0.012
2000,188,4600,75585.833,282175.684,82830.55,0.297,0.142,0.068,0.032,0.63,0.049,0.806,1047825.369,577442.902,-1516.87,78833.297,89283.219,0.645,0.355,0.244,0.4,0.267,0.802,0.026,0.147,0.281,2.848,48.775,5170.539,0.01,0.005,0.002,0.001,0.007,0.001,0.009,0.008,0.011
2000,192,99625,1814961.667,369816.221,92785.248,0.318,0.152,0.073,0.035,0.659,0.04,0.832,2060575.162,747310.634,-2489.119,100691.401,126596.286,0.596,0.404,0.154,0.442,0.36,0.745,0.131,0.076,0.319,2.73,45.766,24226.759,0.014,0.007,0.003,0.002,0.021,0.003,0.022,0.012,0.013
2000,193,3259,53855,956485.437,404847.065,0.269,0.128,0.061,0.029,0.566,0.076,0.727,2088008.978,2076838.389,22206.922,145535.391,357486.575,0.757,0.243,0.167,0.59,0.51,0.923,0.022,0.017,0.283,2.775,49.606,101779.35,0.008,0.004,0.002,0.001,0.015,0.008,0.013,0.006,0.031
2000,195,2595,37595.833,244220.013,82633.818,0.27,0.127,0.061,0.029,0.592,0.057,0.77,527851.921,496533.174,0,59514.74,89392.431,0.701,0.299,0.311,0.39,0.159,0.703,0.287,0.002,0.393,2.36,52.78,11976.533,0.032,0.018,0.009,0.004,0.021,0.003,0.027,0.03,0.024
2000,196,4538,89595.833,374161.498,116462.862,0.284,0.136,0.065,0.031,0.605,0.051,0.783,1023780.15,744840.685,0,77586.499,111751.089,0.686,0.314,0.24,0.446,0.282,0.902,0.056,0.02,0.346,2.436,50.033,9698.169,0.014,0.007,0.003,0.001,0.01,0.001,0.014,0.012,0.012
2000,200,19224,355106,365073.714,117811.84,0.277,0.132,0.063,0.03,0.598,0.051,0.777,1021809.068,745008.482,-1326.6,79668.563,121339.905,0.669,0.331,0.197,0.472,0.293,0.836,0.138,0.003,0.359,2.429,49.823,17035.744,0.025,0.012,0.006,0.003,0.02,0.002,0.025,0.021,0.017
2000,202,9328,154458.333,447409.719,138019.433,0.284,0.136,0.065,0.031,0.611,0.057,0.776,844761.632,920587.082,10191.651,71973.22,117686.854,0.752,0.248,0.289,0.463,0.263,0.887,0.075,0.016,0.357,2.315,54.859,18316.994,0.02,0.01,0.005,0.002,0.014,0.002,0.017,0.017,0.016
2000,203,2899,47371.667,298659.853,98995.278,0.275,0.132,0.063,0.03,0.598,0.061,0.77,554131.727,606888.392,5857.711,71112.671,114696.044,0.75,0.25,0.29,0.46,0.197,0.831,0.132,0.008,0.302,2.499,49.852,13024.631,0.025,0.011,0.005,0.003,0.018,0.003,0.023,0.019,0.02
2000,204,2857,38659.167,307962.397,101485.699,0.268,0.125,0.06,0.029,0.589,0.055,0.76,472045.236,634681.769,0,70077.702,89351.161,0.715,0.285,0.287,0.428,0.223,0.893,0.097,0.002,0.313,2.445,51.12,19959.793,0.04,0.026,0.013,0.006,0.029,0.004,0.038,0.038,0.029
2000,208,44953,848882.333,521106.577,173485.428,0.283,0.135,0.064,0.031,0.602,0.051,0.777,1404526.166,1084193.56,3126.567,99219.978,210249.912,0.653,0.347,0.124,0.529,0.431,0.837,0.051,0.069,0.349,2.519,46.553,20578.076,0.013,0.006,0.003,0.001,0.011,0.002,0.014,0.011,0.013
2000,212,4672,123922.5,362206.333,118472.347,0.285,0.136,0.065,0.031,0.605,0.055,0.794,1799865.013,711171.695,3882.736,92408.66,124630.997,0.689,0.311,0.175,0.515,0.373,0.916,0.041,0.016,0.343,2.46,47.585,7507.076,0.01,0.004,0.002,0.001,0.008,0.001,0.01,0.007,0.009
2000,216,79322,1678134.167,494847.539,171626.448,0.283,0.135,0.065,0.031,0.597,0.058,0.784,2753684.918,983611.54,6257.724,101271.67,177253.219,0.723,0.277,0.216,0.507,0.301,0.746,0.209,0.009,0.364,2.58,49.715,13217.973,0.006,0.003,0.001,0.001,0.007,0.002,0.007,0.005,0.015
2000,218,3510,45879.167,233424.24,73568.049,0.278,0.129,0.062,0.03,0.609,0.051,0.779,425689.548,486035.034,-2072.994,64234.311,91261.534,0.672,0.328,0.243,0.428,0.22,0.767,0.202,0.007,0.327,2.529,48.811,11495.401,0.036,0.029,0.013,0.006,0.021,0.003,0.028,0.034,0.027
2000,219,2644,38724.167,305260.043,112425.586,0.26,0.123,0.059,0.028,0.575,0.062,0.747,472278.518,634606.396,0,73099.249,123952.985,0.701,0.299,0.214,0.487,0.248,0.793,0.163,0.009,0.339,2.602,49.274,21999.332,0.04,0.023,0.011,0.005,0.033,0.005,0.043,0.036,0.031
2000,224,4173,68554.167,292740.236,123884.911,0.24,0.114,0.054,0.026,0.539,0.076,0.72,535809.099,577431.327,2806.453,67222.206,102264.094,0.748,0.252,0.324,0.424,0.283,0.968,0.003,0.001,0.302,2.356,51.85,21811.602,0.042,0.022,0.01,0.005,0.036,0.006,0.044,0.037,0.033
2000,228,5016,83005.833,594529.586,225948.118,0.269,0.129,0.061,0.029,0.576,0.065,0.747,1188580.943,1195324.528,9127.09,101297.826,186339.99,0.69,0.31,0.205,0.484,0.378,0.886,0.069,0.014,0.338,2.584,50.623,27790.602,0.022,0.01,0.005,0.002,0.018,0.003,0.022,0.017,0.016
2000,229,2800,47660.833,360758.665,137472.336,0.254,0.12,0.057,0.027,0.562,0.066,0.735,519158.879,707587.943,7169.13,71683.933,115159.755,0.689,0.311,0.266,0.422,0.267,0.986,0.002,0.002,0.272,2.571,49.828,25763.502,0.042,0.025,0.012,0.006,0.034,0.005,0.043,0.04,0.032
2000,231,10885,208816,210477.602,63755.509,0.31,0.148,0.071,0.034,0.643,0.048,0.814,670321.509,402899.982,-2394.472,62928.706,77590.825,0.637,0.363,0.229,0.408,0.226,0.764,0.033,0.183,0.339,3.188,48.69,3051.65,0.005,0.003,0.001,0.001,0.005,0.001,0.006,0.005,0.011
2000,232,2932,55000.833,338197.151,113134.459,0.277,0.132,0.063,0.03,0.594,0.061,0.782,1612390.31,690407.971,8611.37,82868.311,122379.16,0.721,0.279,0.206,0.515,0.206,0.903,0.041,0.038,0.294,2.719,48.575,11953.64,0.018,0.009,0.004,0.002,0.015,0.002,0.019,0.016,0.013
2000,236,5061,88561.667,332677.265,117129.469,0.276,0.131,0.063,0.03,0.591,0.057,0.773,873208.375,634345.892,0,71952.642,108364.275,0.694,0.306,0.265,0.43,0.236,0.937,0.042,0.007,0.337,2.534,50.698,10082.689,0.02,0.012,0.006,0.003,0.013,0.002,0.017,0.019,0.016
2000,240,5766,108422.5,442134.878,140957.946,0.282,0.135,0.064,0.031,0.603,0.043,0.784,1290730.647,903968.185,-2860.494,70703.244,153621.527,0.622,0.378,0.192,0.43,0.326,0.93,0.008,0.014,0.351,2.426,49.161,16317.877,0.018,0.009,0.004,0.002,0.015,0.002,0.019,0.015,0.012
2000,244,4801,83986.667,340179.915,113384.981,0.284,0.136,0.065,0.031,0.597,0.057,0.786,1066573.53,656190.691,3995.895,78344.155,117223.331,0.716,0.284,0.229,0.486,0.246,0.939,0.048,0.002,0.333,2.446,50.686,4729.058,0.01,0.005,0.003,0.001,0.006,0.001,0.007,0.009,0.008
2000,252,1640,42603.333,314222.124,79338.343,0.302,0.145,0.069,0.033,0.64,0.035,0.824,1443163.218,636034.39,-3366.93,78778.122,88833.392,0.548,0.452,0.154,0.394,0.373,0.968,0.005,0.003,0.288,2.409,45.866,8270.667,0.01,0.004,0.002,0.001,0.009,0.001,0.012,0.008,0.008
2000,256,4416,89335.833,215415.065,66239.207,0.292,0.139,0.066,0.032,0.627,0.047,0.806,854165.711,435934.139,-3080.43,68840.355,95878.957,0.592,0.408,0.135,0.458,0.278,0.588,0.334,0.029,0.339,2.614,45.698,5666.523,0.018,0.01,0.005,0.002,0.01,0.001,0.014,0.016,0.015
2000,258,6080,98070,350283.229,103695.709,0.283,0.135,0.065,0.031,0.617,0.045,0.787,701451.948,737711.595,-2413.391,73605.935,121469.605,0.657,0.343,0.229,0.429,0.246,0.93,0.009,0.023,0.264,2.604,47.896,19445.015,0.03,0.014,0.007,0.003,0.022,0.003,0.029,0.024,0.019
2000,260,2794,45432.5,316942.097,138280.754,0.234,0.108,0.052,0.025,0.538,0.064,0.718,415674.733,629795.298,-1883.959,76325.864,131316.94,0.623,0.377,0.186,0.437,0.277,0.924,0.02,0.029,0.368,2.54,49.971,30091.56,0.057,0.035,0.017,0.008,0.046,0.006,0.057,0.05,0.039
2000,262,2343,33849.167,367651.742,88114.514,0.295,0.141,0.067,0.032,0.634,0.034,0.803,687199.263,807194.848,-3004.132,73300.128,133925.115,0.604,0.396,0.213,0.391,0.359,0.751,0.01,0.034,0.344,2.794,46.39,14336.923,0.024,0.012,0.006,0.003,0.015,0.001,0.019,0.02,0.013
2000,264,3673,78558.333,212077.618,67679.758,0.265,0.124,0.059,0.028,0.593,0.054,0.769,438533.93,441606.899,-2578.927,65561.655,75811.059,0.677,0.323,0.242,0.436,0.177,0.636,0.325,0.009,0.464,2.462,49.008,13045.881,0.037,0.022,0.01,0.005,0.026,0.003,0.034,0.035,0.027
2000,265,2944,48888.333,310074.268,100996.704,0.271,0.128,0.061,0.029,0.596,0.057,0.768,634407.912,649309.363,4284.384,65321.064,111295.373,0.739,0.261,0.309,0.43,0.197,0.867,0.119,0.004,0.314,2.402,51.021,18112.379,0.038,0.022,0.011,0.005,0.026,0.004,0.034,0.035,0.027
2000,267,3938,75840.833,516380.136,185049.756,0.266,0.127,0.06,0.029,0.581,0.057,0.753,1022697.447,1051898.875,8912.581,90099.048,197751.301,0.676,0.324,0.149,0.527,0.465,0.933,0.005,0.03,0.304,2.537,45.594,35868.108,0.038,0.02,0.009,0.004,0.031,0.004,0.039,0.033,0.023
2000,268,36480,654153.667,437732.695,131205.382,0.297,0.142,0.068,0.032,0.628,0.054,0.797,1259160.153,900825.753,8314.218,88318.997,146924.291,0.695,0.305,0.21,0.485,0.333,0.768,0.161,0.027,0.391,2.455,51.657,23846.299,0.011,0.005,0.002,0.001,0.017,0.003,0.015,0.008,0.013
2000,270,9862,156790,620093.39,187547.032,0.295,0.141,0.067,0.032,0.617,0.054,0.79,2175896.505,1365565.797,12291.852,86387.961,165047.75,0.765,0.235,0.311,0.455,0.283,0.911,0.05,0.023,0.322,2.308,55.925,61712.676,0.013,0.006,0.003,0.001,0.026,0.006,0.022,0.01,0.025
2000,271,6915,110898.333,612737.935,173961.945,0.298,0.143,0.068,0.033,0.625,0.051,0.799,2390051.882,1366772.262,12836.969,87630.388,158393.629,0.787,0.213,0.329,0.458,0.285,0.881,0.088,0.014,0.339,2.328,56.764,70868.643,0.014,0.007,0.003,0.002,0.03,0.006,0.024,0.012,0.027
2000,272,2724,54374.167,267745.41,76841.982,0.311,0.149,0.071,0.034,0.641,0.048,0.832,1553297.657,523304.248,-2144.609,70242.685,94451.793,0.669,0.331,0.23,0.439,0.183,0.896,0.03,0.023,0.305,2.532,49.743,8147.432,0.015,0.009,0.004,0.002,0.011,0.001,0.014,0.015,0.007
2000,275,3497,55645.833,452364.268,125803.245,0.294,0.141,0.067,0.032,0.63,0.045,0.793,822308.566,985695.882,4994.785,82883.413,129864.266,0.66,0.34,0.2,0.46,0.363,0.861,0.08,0.013,0.294,2.456,48.868,23252.167,0.017,0.008,0.004,0.002,0.014,0.002,0.016,0.013,0.014
2000,276,11056,176479.5,345286.991,118520.331,0.274,0.131,0.063,0.03,0.59,0.061,0.769,945053.11,693308.963,6905.787,82662.983,119758.782,0.734,0.266,0.215,0.519,0.267,0.905,0.064,0.011,0.314,2.57,48.763,12370.354,0.021,0.01,0.005,0.002,0.015,0.002,0.02,0.017,0.017
2000,284,16896,282626.5,306422.872,77507.842,0.295,0.14,0.067,0.032,0.644,0.031,0.81,656504.66,661357.765,-3922.414,69674.618,116942.007,0.574,0.426,0.151,0.423,0.251,0.638,0.048,0.226,0.338,3.101,48.809,14954.977,0.031,0.016,0.008,0.004,0.018,0.002,0.026,0.027,0.017
2000,288,1998,34655,257216.768,91625.095,0.271,0.128,0.061,0.029,0.593,0.062,0.764,547689.021,537153.085,2176.467,62076.856,95091.049,0.739,0.261,0.356,0.384,0.179,0.868,0.117,0.004,0.36,2.411,52.474,13179.968,0.031,0.018,0.008,0.004,0.022,0.003,0.028,0.031,0.026
2000,290,4640,73374.167,361612.86,71899.586,0.322,0.154,0.073,0.035,0.68,0.024,0.837,847863.818,776888.102,-6310.501,73251.216,98105.832,0.549,0.451,0.176,0.374,0.47,0.773,0.163,0.013,0.416,2.363,45.314,21545.759,0.018,0.009,0.004,0.002,0.017,0.001,0.018,0.015,0.012
2000,292,4762,78871.667,348556.558,110751.107,0.285,0.136,0.065,0.031,0.612,0.052,0.787,881866.404,702282.884,-2014.927,85741.726,108731.846,0.665,0.335,0.259,0.407,0.305,0.768,0.143,0.058,0.328,2.566,49.024,12123.971,0.022,0.011,0.005,0.003,0.014,0.002,0.018,0.02,0.016
2000,297,3397,40254.167,405577.264,141596.36,0.275,0.131,0.062,0.03,0.592,0.059,0.761,655373.838,821651.95,3328.097,73092.628,122257.35,0.717,0.283,0.278,0.439,0.286,0.983,0.004,0.001,0.339,2.453,51.58,16106.404,0.024,0.013,0.006,0.003,0.017,0.002,0.022,0.022,0.02
2000,298,1895,35461.667,235550.658,72689.013,0.298,0.141,0.067,0.032,0.633,0.052,0.804,800922.348,458034.263,-1782.45,65665.401,85211.471,0.653,0.347,0.214,0.439,0.231,0.65,0.316,0.014,0.359,2.528,49.62,6871.957,0.019,0.012,0.006,0.003,0.011,0.002,0.015,0.021,0.017
2000,300,16676,357644.5,403134.844,149871.972,0.276,0.132,0.063,0.03,0.585,0.065,0.765,1121293.133,780084.109,8221.412,87369.421,150506.895,0.74,0.26,0.215,0.525,0.315,0.881,0.07,0.023,0.317,2.677,47.812,7331.495,0.009,0.004,0.002,0.001,0.007,0.001,0.01,0.007,0.011
2000,301,1912,36925.833,429808.963,145550.45,0.28,0.134,0.064,0.031,0.596,0.056,0.768,778340.607,851823.888,6249.172,69193.694,156784.28,0.724,0.276,0.216,0.508,0.298,0.946,0.004,0.03,0.329,2.463,50.496,13385.525,0.015,0.007,0.003,0.002,0.012,0.002,0.016,0.011,0.014
2000,306,3877,52794.167,412783.989,132670.805,0.276,0.131,0.063,0.03,0.603,0.051,0.771,679297.311,841494.909,1633.154,78380.607,171058.719,0.682,0.318,0.176,0.506,0.271,0.863,0.003,0.109,0.26,2.798,46.938,18575.939,0.034,0.017,0.008,0.004,0.018,0.002,0.027,0.028,0.02
2000,308,3368,72801.667,395202.439,152029.247,0.264,0.126,0.06,0.029,0.572,0.063,0.747,652383.717,776339.388,6872.977,84709.473,135120.208,0.651,0.349,0.175,0.476,0.306,0.951,0.003,0.01,0.285,2.575,47.957,20101.119,0.027,0.013,0.006,0.003,0.023,0.003,0.029,0.021,0.021
2000,312,28834,498844.667,374478.946,113376.838,0.295,0.141,0.067,0.032,0.622,0.049,0.806,2216201.313,757104.31,0,84450.65,133595.133,0.687,0.313,0.224,0.463,0.281,0.782,0.183,0.015,0.345,2.447,49.02,8520.725,0.006,0.003,0.001,0.001,0.007,0.001,0.006,0.005,0.01
2000,315,2887,43628.333,241517.5,62150.713,0.318,0.152,0.073,0.035,0.657,0.032,0.84,1155336.645,461927.828,-4727.132,69899.908,95252.027,0.583,0.417,0.165,0.418,0.285,0.641,0.33,0.01,0.425,2.439,47.115,8828.457,0.011,0.006,0.003,0.001,0.013,0.001,0.016,0.01,0.008
2000,316,14295,260963.333,320436.218,100037.864,0.289,0.138,0.066,0.031,0.616,0.055,0.793,1075681.61,637592.863,3250.779,76875.619,127596.421,0.712,0.288,0.231,0.481,0.284,0.795,0.179,0.01,0.355,2.447,49.614,7743.416,0.015,0.009,0.004,0.002,0.009,0.001,0.012,0.014,0.014
2000,318,2926,40770.833,340515.758,133366.687,0.251,0.119,0.057,0.027,0.571,0.059,0.747,690442.116,685520.973,-1432.026,72742.236,129229.761,0.654,0.346,0.231,0.423,0.201,0.955,0.029,0.003,0.33,2.43,50.944,27593.043,0.052,0.026,0.013,0.006,0.037,0.005,0.049,0.044,0.032
2000,320,5274,102639.167,400618.035,147476.118,0.264,0.125,0.06,0.029,0.575,0.061,0.75,691201.271,799254.768,5439.811,89013.992,146788.217,0.715,0.285,0.186,0.529,0.291,0.918,0.053,0.004,0.303,2.63,48.057,23688.725,0.032,0.017,0.008,0.004,0.027,0.004,0.033,0.028,0.023
2000,324,14136,248759,406645.616,150147.822,0.268,0.128,0.061,0.029,0.579,0.062,0.757,990477.992,805574.243,6860.886,82365.821,132637.196,0.702,0.298,0.249,0.453,0.264,0.92,0.055,0.009,0.315,2.458,50.558,18295.19,0.025,0.013,0.006,0.003,0.02,0.003,0.025,0.022,0.018
2000,328,15936,262569.833,521078.127,169843.96,0.28,0.134,0.064,0.031,0.6,0.043,0.777,2278880.145,1084348.778,-2193.301,95367.931,157218.262,0.604,0.396,0.193,0.412,0.358,0.777,0.115,0.067,0.415,2.469,50.645,21608.086,0.02,0.01,0.005,0.002,0.015,0.002,0.02,0.016,0.013
2000,329,6949,111784.167,293335.645,105873.513,0.272,0.13,0.062,0.03,0.582,0.067,0.761,661277.195,585389.765,8591.447,71243.59,118815,0.743,0.257,0.289,0.454,0.196,0.907,0.061,0.011,0.317,2.487,49.817,9543.147,0.014,0.007,0.003,0.002,0.014,0.002,0.018,0.013,0.018
2000,330,1790,34904.167,276877.958,73618.116,0.311,0.149,0.071,0.034,0.656,0.04,0.822,823136.859,580079.773,-3198.82,68130.963,98183.632,0.668,0.332,0.256,0.412,0.287,0.768,0.22,0.002,0.393,2.53,47.769,8401.68,0.013,0.007,0.003,0.001,0.01,0.001,0.012,0.012,0.011
2000,332,14945,272946,744229.002,217990.539,0.281,0.134,0.064,0.031,0.598,0.035,0.767,1372488.988,1674256.911,-2561.437,102202.987,265067.246,0.542,0.458,0.152,0.39,0.376,0.277,0.023,0.037,0.319,2.939,50.831,64633.917,0.02,0.009,0.005,0.002,0.019,0.003,0.025,0.016,0.017
2000,335,1451,29798.333,224163.122,85439.938,0.247,0.115,0.055,0.026,0.569,0.069,0.745,483305.375,472683.866,0,64716.768,100148.868,0.759,0.241,0.345,0.414,0.132,0.795,0.143,0.002,0.308,2.863,47.81,16859.44,0.048,0.029,0.013,0.006,0.034,0.005,0.044,0.042,0.034
2000,336,80752,1529415.667,356173.516,86336.446,0.321,0.153,0.073,0.035,0.666,0.038,0.835,1511420.502,714758.359,-2713.855,94926.701,113250.134,0.602,0.398,0.181,0.421,0.331,0.671,0.167,0.105,0.321,2.833,46.27,23677.584,0.014,0.007,0.003,0.001,0.021,0.003,0.022,0.011,0.012
2000,344,5965,112316.667,348513.968,114010.752,0.282,0.134,0.064,0.031,0.607,0.056,0.786,1253468.895,696455.484,6097.415,85760.36,129422.456,0.713,0.287,0.197,0.517,0.375,0.776,0.188,0.005,0.339,2.496,48.543,11328.609,0.022,0.012,0.006,0.003,0.013,0.002,0.018,0.019,0.015
2000,348,29523,611411,360030.744,114741.378,0.292,0.139,0.066,0.032,0.615,0.054,0.794,1222080.631,710732.649,0,90879.58,139459.115,0.675,0.325,0.162,0.513,0.319,0.843,0.129,0.008,0.355,2.49,47.957,5412.857,0.006,0.003,0.001,0.001,0.005,0.001,0.005,0.005,0.009
2000,350,1690,36079.167,429855.434,105005.103,0.317,0.151,0.072,0.035,0.656,0.03,0.825,1226635.277,881676.826,-5211.003,88676.236,128182.196,0.572,0.428,0.15,0.422,0.521,0.938,0.018,0.009,0.344,2.36,43.693,29999.832,0.015,0.007,0.003,0.002,0.021,0.002,0.022,0.012,0.015
2000,352,2598,48685,397947.173,139438.797,0.271,0.129,0.061,0.029,0.587,0.065,0.756,669519.524,791195.336,9374.723,79598.173,138966.454,0.765,0.235,0.262,0.503,0.237,0.929,0.045,0.008,0.31,2.604,49.998,17225.967,0.028,0.015,0.007,0.003,0.019,0.003,0.025,0.026,0.022
2000,356,8208,160493.5,311145.981,81315.813,0.31,0.148,0.071,0.034,0.648,0.044,0.822,1191338.739,626808.533,-1849.538,89020.447,114084.169,0.688,0.312,0.199,0.489,0.326,0.567,0.42,0.002,0.407,2.658,48.118,9035.616,0.009,0.004,0.002,0.001,0.01,0.001,0.011,0.007,0.009
2000,358,1863,34163.333,294003.747,85561.725,0.295,0.14,0.067,0.032,0.628,0.046,0.795,558012.941,586678.77,-1903.145,71322.731,106481.03,0.68,0.32,0.23,0.45,0.242,0.694,0.293,0.002,0.36,2.5,50.065,8412.675,0.018,0.01,0.005,0.002,0.011,0.001,0.013,0.019,0.016
2000,359,25376,425322.667,405724.023,105738.227,0.315,0.15,0.072,0.034,0.656,0.044,0.824,1536187.468,837379.684,0,88916.245,134746.91,0.672,0.328,0.178,0.495,0.311,0.76,0.197,0.01,0.362,2.536,48.401,32091.774,0.014,0.007,0.003,0.002,0.025,0.004,0.025,0.011,0.015
2000,360,2260,40122.5,176749.078,53696.336,0.291,0.138,0.066,0.032,0.624,0.048,0.797,466219.052,333579.877,-3800.488,63474.116,80975.676,0.58,0.42,0.146,0.434,0.208,0.766,0.165,0.027,0.291,2.68,43.624,5204.802,0.022,0.012,0.006,0.003,0.011,0.001,0.015,0.02,0.02
2000,361,3888,45734.167,329082.386,106191.193,0.294,0.14,0.067,0.032,0.62,0.052,0.793,744361.801,625032.122,-849.573,65856.984,82463.909,0.693,0.307,0.292,0.401,0.243,0.964,0.01,0.013,0.33,2.509,51.643,12335.122,0.015,0.008,0.004,0.002,0.014,0.002,0.015,0.013,0.013
2000,362,2484,49182.5,379321.501,150164.933,0.251,0.12,0.057,0.027,0.556,0.069,0.732,624678.479,744680.922,9629.942,81057.962,124223.553,0.713,0.287,0.209,0.504,0.224,0.948,0.03,0.011,0.278,2.56,49.969,29689.006,0.041,0.02,0.01,0.005,0.037,0.006,0.044,0.034,0.03
2000,366,6221,108329.167,325495.93,107362.205,0.271,0.128,0.061,0.029,0.596,0.057,0.768,646661.342,672336.518,2466.548,65541.71,114252.571,0.734,0.266,0.312,0.422,0.233,0.966,0.022,0.003,0.319,2.334,50.797,18769.88,0.038,0.022,0.01,0.005,0.025,0.004,0.033,0.034,0.026
2000,368,6352,76671.667,264862.221,113254.575,0.23,0.108,0.052,0.025,0.529,0.081,0.71,482430.547,531641.373,5997.073,57868.383,89626.645,0.758,0.242,0.412,0.346,0.167,0.986,0.009,0.001,0.305,2.457,54.157,20593.047,0.049,0.026,0.013,0.006,0.038,0.007,0.047,0.043,0.037
2000,371,3373,51170,280306.883,88926.682,0.276,0.131,0.063,0.03,0.608,0.055,0.794,1502688.525,584600.298,-2021.798,65815.721,93760.954,0.704,0.296,0.284,0.42,0.201,0.943,0.009,0.012,0.307,2.51,50.059,13320.547,0.032,0.017,0.008,0.004,0.019,0.003,0.026,0.03,0.017
2000,372,8433,146270.833,368562.363,122715.33,0.277,0.132,0.063,0.03,0.598,0.054,0.777,1067318.894,745733.186,1638.747,78526.145,123595.825,0.702,0.298,0.234,0.467,0.281,0.885,0.074,0.011,0.343,2.503,49.027,16163.972,0.024,0.012,0.006,0.003,0.018,0.002,0.024,0.021,0.016
2000,374,2226,31878.333,339861.245,123024.9,0.275,0.132,0.063,0.03,0.587,0.059,0.765,660468.929,660793.534,-2041.15,74660.942,117587.532,0.687,0.313,0.234,0.453,0.221,0.831,0.137,0.018,0.348,2.659,49.968,10772.238,0.016,0.007,0.003,0.002,0.014,0.002,0.018,0.013,0.016
2000,376,32735,652029.833,401577.922,125319.493,0.287,0.137,0.065,0.031,0.61,0.052,0.786,1095429.915,814976.664,2739.298,92366.967,134435.772,0.679,0.321,0.185,0.494,0.339,0.842,0.111,0.016,0.334,2.506,48.512,10072.334,0.012,0.006,0.003,0.001,0.009,0.001,0.011,0.01,0.011
2000,380,2045,46567.5,400687.005,168456.482,0.241,0.113,0.054,0.026,0.549,0.071,0.721,576978.403,794831.623,4289.96,84184.062,146321.069,0.689,0.311,0.205,0.484,0.266,0.935,0.027,0.021,0.315,2.617,49.095,39633.349,0.059,0.032,0.015,0.007,0.049,0.008,0.061,0.052,0.04
2000,381,5089,87935,232273.257,57984.908,0.303,0.143,0.068,0.033,0.654,0.037,0.817,573919.802,478750.585,-3804.389,70320.741,76637.227,0.555,0.445,0.185,0.37,0.269,0.728,0.16,0.071,0.289,2.706,46.002,7945.657,0.027,0.017,0.008,0.004,0.012,0.001,0.017,0.027,0.018
2000,384,13158,229887.5,361808.987,110136.228,0.286,0.136,0.065,0.031,0.615,0.049,0.789,938474.003,743206.757,-938.408,75104.616,126372.921,0.694,0.306,0.257,0.437,0.305,0.907,0.069,0.003,0.353,2.356,49.345,12312.45,0.021,0.011,0.005,0.002,0.013,0.002,0.018,0.018,0.015
2000,385,2071,34164.167,315073.064,128171.875,0.235,0.112,0.053,0.025,0.541,0.072,0.719,493310.727,624568.569,7071.155,81032.77,112282.363,0.73,0.27,0.237,0.493,0.216,0.936,0.044,0.004,0.302,2.477,50,30072.455,0.056,0.028,0.014,0.006,0.047,0.007,0.059,0.047,0.039
2000,387,1513,34230,369813.462,123528.673,0.277,0.132,0.063,0.03,0.596,0.051,0.776,799931.665,744505.289,-2420.797,75783.655,111246.733,0.659,0.341,0.223,0.436,0.347,0.972,0.008,0.001,0.321,2.522,48.551,14306.902,0.028,0.015,0.007,0.004,0.017,0.002,0.022,0.027,0.017
2000,388,4260,77595,279279.656,76476.726,0.283,0.133,0.063,0.03,0.635,0.044,0.796,572883.963,579057.357,-2349.843,68073.677,106020.517,0.675,0.325,0.273,0.402,0.253,0.788,0.192,0.005,0.348,2.605,47.141,18320.318,0.053,0.032,0.015,0.007,0.026,0.003,0.036,0.048,0.028
