year,metarea,obs,households,wealth_mean,wealth_median,wealth_top1,wealth_top.1,wealth_top.01,wealth_top.001,wealth_top10,wealth_bottom50,wealth_gini,wealth_sd,p90,p10,income_mean,house_value_mean,own,rent,own_outright,own_mortgage,college,white,black,hispanic,female,household_size,age,mean_sd,top1_sd,top.1_sd,top.01_sd,top.001_sd,top10_sd,bottom50_sd,top5_sd,top.5_sd,gini_sd
1970,116,4368,218400,519299.394,224442.83,0.217,0.088,0.036,0.014,0.535,0.068,0.735,1416622.52,1474233.894,8591.27,104950.916,232408.453,0.602,0.398,NA,NA,0.362,0.932,0.063,0,0.187,3.233,47.954,39960.019,0.007,0.003,0.001,0,0.018,0.005,0.013,0.005,0.022
1970,120,1740,87000,221927.662,116827.487,0.19,0.077,0.031,0.013,0.48,0.103,0.67,291849.477,447637.542,7724.674,74787.334,107598.865,0.702,0.298,NA,NA,0.278,0.984,0.014,0,0.197,3.386,48.121,4963.106,0.008,0.003,0.001,0.001,0.012,0.002,0.014,0.006,0.011
1970,128,7025,351250,170209.608,80674.062,0.204,0.082,0.033,0.014,0.508,0.074,0.724,390559.742,355430.968,0,70952.907,78918.779,0.557,0.443,NA,NA,0.248,0.918,0.076,0,0.219,3.191,48.171,1109.155,0.003,0.001,0,0,0.003,0,0.004,0.002,0.004
1970,132,2100,105000,183471.415,93440.941,0.192,0.078,0.032,0.013,0.495,0.103,0.685,323439.962,370797.065,8824.973,68872.44,91029.077,0.713,0.287,NA,NA,0.196,0.947,0.051,0,0.183,3.18,47.949,5468.239,0.014,0.006,0.002,0.001,0.015,0.003,0.019,0.011,0.015
1970,144,1471,73550,126786.524,48263.882,0.237,0.096,0.039,0.016,0.576,0.041,0.78,276542.472,278337.594,-6477.493,54715.603,69569.35,0.547,0.453,NA,NA,0.235,0.731,0.266,0,0.243,3.434,44.02,1827.005,0.007,0.003,0.001,0,0.006,0.001,0.008,0.005,0.003
1970,152,2297,114850,180687.966,67983.38,0.243,0.098,0.04,0.016,0.587,0.056,0.782,434834.102,361669.717,-2949.603,74264.38,81699.703,0.579,0.421,NA,NA,0.313,0.781,0.215,0,0.214,3.196,44.472,3113.261,0.005,0.002,0.001,0,0.007,0.001,0.008,0.004,0.002
1970,156,1767,88350,122460.6,56957.429,0.204,0.083,0.034,0.014,0.525,0.073,0.72,231779.936,273765.691,0,57382.568,66441.297,0.619,0.381,NA,NA,0.235,0.838,0.161,0,0.227,3.1,47.221,1716.142,0.007,0.003,0.001,0,0.007,0.001,0.008,0.005,0.008
1970,160,42120,2106000,236387.814,88717.241,0.232,0.094,0.038,0.015,0.569,0.054,0.776,575585.59,498559.356,0,82156.242,98815.838,0.484,0.516,NA,NA,0.291,0.832,0.159,0.001,0.215,3.166,46.648,5084.403,0.006,0.002,0.001,0,0.009,0.001,0.01,0.004,0.006
1970,164,7762,388100,190934.965,79570.1,0.227,0.092,0.037,0.015,0.552,0.064,0.759,557075.623,385976.793,0,73447.533,82807.649,0.567,0.433,NA,NA,0.261,0.885,0.112,0,0.225,3.179,47.425,2623.083,0.005,0.002,0.001,0,0.006,0.001,0.008,0.003,0.002
1970,168,11768,588400,240994.019,111093.563,0.214,0.086,0.035,0.014,0.526,0.075,0.736,507808.515,492765.633,3892.673,79787.151,108052.304,0.585,0.415,NA,NA,0.262,0.85,0.146,0,0.216,3.156,47.676,986.683,0.001,0,0,0,0.002,0,0.002,0.001,0.002
1970,176,1524,76200,158888.128,71680.422,0.217,0.088,0.036,0.014,0.539,0.07,0.738,296402.093,337144.354,-4199.01,64339.057,89394.841,0.635,0.365,NA,NA,0.333,0.768,0.23,0,0.213,3.341,43.694,1647.013,0.005,0.002,0.001,0,0.005,0.001,0.006,0.004,0.007
1970,184,5343,267150,194373.101,78239.246,0.227,0.092,0.037,0.015,0.561,0.059,0.761,407799.708,413929.955,-3621.071,72811.683,86133.027,0.566,0.434,NA,NA,0.328,0.887,0.109,0,0.223,3.119,44.732,729.407,0.001,0.001,0,0,0.002,0,0.002,0.001,0.002
1970,188,1514,75700,127820.588,50355.891,0.228,0.092,0.037,0.015,0.558,0.065,0.742,201414.464,290780.496,-3306.245,57452.863,58912.749,0.629,0.371,NA,NA,0.246,0.952,0.045,0.002,0.176,3.524,45.999,1520.63,0.006,0.003,0.001,0,0.005,0.001,0.007,0.005,0.004
1970,192,13831,691550,184214.778,72421.909,0.234,0.095,0.038,0.016,0.57,0.065,0.764,380275.829,378382.488,-1783.076,74826.53,77225.689,0.599,0.401,NA,NA,0.332,0.872,0.124,0.001,0.197,3.118,44.642,2343.259,0.004,0.002,0.001,0,0.006,0.001,0.007,0.003,0.001
1970,196,2068,103400,194718.735,99732.076,0.193,0.078,0.032,0.013,0.487,0.098,0.684,304042.002,403999.641,5668.632,68329.306,91523.425,0.665,0.335,NA,NA,0.23,0.965,0.031,0,0.188,3.123,47.443,3530.13,0.007,0.003,0.001,0,0.009,0.002,0.011,0.005,0.009
1970,200,4861,243050,197734.888,94917.795,0.208,0.084,0.034,0.014,0.516,0.087,0.726,529518.808,409840.33,5088.055,79622.532,93870.273,0.636,0.364,NA,NA,0.261,0.893,0.105,0,0.188,3.178,45.245,1297.647,0.002,0.001,0,0,0.003,0.001,0.004,0.002,0.003
1970,208,7290,364500,194476.194,88817.759,0.214,0.087,0.035,0.014,0.53,0.073,0.728,328602.099,402638.141,-3039.271,73531.856,87761.981,0.585,0.415,NA,NA,0.409,0.949,0.039,0.002,0.212,3.079,44.629,1142.345,0.002,0.001,0,0,0.003,0,0.004,0.002,0.004
1970,212,1731,86550,176893.864,88300.421,0.193,0.078,0.032,0.013,0.498,0.092,0.686,270696.366,367497.952,4929.812,69016.841,84809.962,0.672,0.328,NA,NA,0.337,0.961,0.038,0,0.224,3.006,46.935,6577.924,0.021,0.008,0.003,0.001,0.019,0.003,0.024,0.016,0.019
1970,216,23251,1162550,244676.884,120318.878,0.206,0.083,0.034,0.014,0.507,0.096,0.711,470628.138,482576.505,7093.676,85365.551,112071.985,0.696,0.304,NA,NA,0.252,0.835,0.161,0,0.194,3.303,46.76,1107.545,0.002,0.001,0,0,0.002,0,0.003,0.001,0.002
1970,224,1396,69800,128825.053,76649.442,0.149,0.06,0.024,0.01,0.443,0.108,0.632,178483.553,267328.863,0,53533.017,67456.562,0.678,0.322,NA,NA,0.253,0.993,0.004,0,0.22,3.052,50.295,5560.233,0.033,0.013,0.005,0.002,0.024,0.005,0.029,0.027,0.024
1970,231,1804,90200,135968.17,50150.747,0.243,0.098,0.04,0.016,0.582,0.046,0.786,316321.065,298102.398,-6312.178,60506.304,61802.87,0.563,0.437,NA,NA,0.298,0.966,0.026,0.002,0.191,3.679,44.157,3001.892,0.01,0.004,0.002,0.001,0.009,0.001,0.012,0.008,0.002
1970,236,1348,67400,147252.187,76000.74,0.193,0.078,0.032,0.013,0.494,0.098,0.677,204169.295,299224.622,3837.861,61181.654,78255.497,0.666,0.334,NA,NA,0.224,0.964,0.033,0,0.191,3.286,48.444,3163.507,0.014,0.005,0.002,0.001,0.011,0.002,0.014,0.01,0.013
1970,264,2565,128250,185035.38,99607.159,0.185,0.075,0.03,0.012,0.468,0.115,0.665,314420.302,368712.668,11978.562,76994.858,97231.895,0.751,0.249,NA,NA,0.202,0.883,0.114,0,0.172,3.447,45.111,2860.815,0.007,0.003,0.001,0,0.008,0.002,0.01,0.005,0.01
1970,268,3720,186000,309901.652,144429.867,0.211,0.085,0.035,0.014,0.521,0.089,0.709,438162.937,628632.063,10673.379,69360.576,111356.287,0.674,0.326,NA,NA,0.275,0.897,0.101,0,0.202,2.908,50.871,3257.091,0.002,0.001,0,0,0.005,0.001,0.004,0.002,0.004
1970,276,1523,76150,186598.93,91488.903,0.199,0.08,0.033,0.013,0.504,0.095,0.717,656990.694,378223.501,6044.949,78501.283,87043.187,0.7,0.3,NA,NA,0.292,0.934,0.062,0,0.205,3.162,46.046,3732.215,0.008,0.003,0.001,0.001,0.01,0.002,0.012,0.006,0.008
1970,284,2310,115500,156510.874,62508.88,0.219,0.089,0.036,0.015,0.548,0.053,0.751,299766.691,346789.652,-3407.638,58627.687,69204.026,0.562,0.438,NA,NA,0.309,0.93,0.047,0.003,0.223,3.244,47.246,1879.441,0.006,0.002,0.001,0,0.005,0.001,0.007,0.004,0.006
1970,300,2826,141300,186095.015,99265.175,0.194,0.078,0.032,0.013,0.481,0.111,0.683,379428.38,361851.443,8533.195,71765.221,92207.734,0.741,0.259,NA,NA,0.245,0.953,0.044,0,0.194,3.322,47.114,977.093,0.003,0.001,0,0,0.003,0.001,0.003,0.002,0.006
1970,312,3329,166450,164983.631,68260.045,0.241,0.097,0.039,0.016,0.571,0.069,0.762,326078.341,314157.896,0,66891.215,79120.977,0.62,0.38,NA,NA,0.241,0.807,0.19,0,0.21,3.157,45.733,4133.416,0.009,0.004,0.001,0.001,0.011,0.002,0.014,0.007,0.003
1970,316,1602,80100,138047.707,63372.244,0.217,0.088,0.036,0.014,0.539,0.078,0.725,233331.549,300818.25,0,60059.661,75063.982,0.634,0.366,NA,NA,0.233,0.856,0.143,0,0.2,3.212,45.991,1322.333,0.004,0.002,0.001,0,0.004,0.001,0.006,0.003,0.008
1970,324,2354,117700,179172.139,80865.537,0.212,0.086,0.035,0.014,0.531,0.083,0.72,301716.388,375747.298,4929.277,68919.492,77529.436,0.644,0.356,NA,NA,0.206,0.932,0.066,0,0.212,3.029,48.209,2616.657,0.006,0.003,0.001,0,0.007,0.001,0.009,0.005,0.009
1970,328,4629,231450,270494.761,113585.811,0.219,0.089,0.036,0.015,0.539,0.065,0.755,728839.672,566150.542,3711.067,85801.157,117220.105,0.544,0.456,NA,NA,0.302,0.936,0.062,0,0.202,3.138,46.968,2845.207,0.002,0.001,0,0,0.005,0.001,0.004,0.002,0.007
1970,332,3841,192050,263747.758,87950.793,0.222,0.09,0.036,0.015,0.55,0.04,0.752,413817.121,575761.931,-4063.635,82619.094,112930.7,0.437,0.563,NA,NA,0.31,0.42,0.01,0,0.149,3.611,43.93,3625.746,0.004,0.001,0.001,0,0.006,0.001,0.007,0.003,0.002
1970,336,11545,577250,176194.1,65777.877,0.237,0.096,0.039,0.016,0.576,0.059,0.778,506059.734,366811.804,-3570.051,77121.49,73147.672,0.577,0.423,NA,NA,0.333,0.817,0.179,0.001,0.186,3.219,43.835,2565.215,0.005,0.002,0.001,0,0.006,0.001,0.008,0.004,0.002
1970,340,1428,71400,153068.983,65999.626,0.23,0.093,0.038,0.015,0.554,0.069,0.742,256985.28,308729.44,0,54144.47,74012.51,0.635,0.365,NA,NA,0.218,0.971,0.028,0,0.224,3.048,49.435,2379.9,0.007,0.003,0.001,0,0.007,0.001,0.009,0.005,0.003
1970,348,6304,315200,178410.77,80182.437,0.215,0.087,0.035,0.014,0.531,0.08,0.727,342261.372,365117.405,3419.427,75408.251,75948.275,0.618,0.382,NA,NA,0.264,0.882,0.115,0,0.208,3.168,46.264,467.443,0.001,0,0,0,0.001,0,0.001,0.001,0.004
1970,356,1364,68200,140503.876,59731.407,0.224,0.091,0.037,0.015,0.556,0.065,0.758,358192.467,302054.531,-3950.66,60354.279,72163.546,0.634,0.366,NA,NA,0.342,0.688,0.312,0,0.242,3.348,45.623,1307.902,0.004,0.002,0.001,0,0.004,0.001,0.005,0.003,0.006
1970,359,3008,150400,147714.8,61750.166,0.224,0.091,0.037,0.015,0.558,0.07,0.752,339730.673,324165.128,-1437.21,62495.996,64903.589,0.651,0.349,NA,NA,0.253,0.786,0.208,0,0.248,3.158,46.062,1986.076,0.007,0.003,0.001,0,0.006,0.001,0.008,0.005,0.008
1970,368,1360,68000,110515.65,60011.707,0.162,0.066,0.027,0.011,0.45,0.109,0.633,149054.156,236219.403,4805.563,50285.388,52071.125,0.658,0.342,NA,NA,0.116,0.985,0.012,0.001,0.211,3.165,51.796,619.522,0.005,0.002,0.001,0,0.003,0.001,0.004,0.004,0.007
1970,376,7603,380150,188487.413,82533.412,0.222,0.09,0.036,0.015,0.543,0.08,0.742,411223.692,378570.51,3646.415,74533.447,80423.122,0.63,0.37,NA,NA,0.3,0.888,0.109,0,0.213,3.048,46.839,1560.268,0.003,0.001,0.001,0,0.004,0.001,0.005,0.003,0.002
1970,384,2269,113450,132084.328,60335.865,0.222,0.09,0.036,0.015,0.538,0.074,0.729,221261.367,273906.633,-2611.128,57096.4,67166.98,0.643,0.357,NA,NA,0.279,0.928,0.07,0,0.202,3.096,46.981,1248.482,0.005,0.002,0.001,0,0.004,0.001,0.006,0.004,0.004
1970,400,1703,85150,176460.091,83723.505,0.204,0.083,0.033,0.014,0.507,0.093,0.703,318096.842,355298.22,7105.304,67741.58,81303.255,0.642,0.358,NA,NA,0.162,0.984,0.014,0,0.188,3.099,47.75,2203.234,0.007,0.003,0.001,0,0.006,0.001,0.008,0.005,0.009
1970,404,1909,95450,203380.276,90677.72,0.21,0.085,0.034,0.014,0.522,0.082,0.718,366069.752,410667.064,0,77033.119,93147.505,0.65,0.35,NA,NA,0.375,0.958,0.037,0,0.188,3.234,43.843,2903.505,0.006,0.003,0.001,0,0.007,0.001,0.009,0.005,0.008
1970,412,1551,77550,167661.272,81009.031,0.198,0.08,0.032,0.013,0.507,0.062,0.718,251755.801,366249.043,-8360.544,75841.209,94514.557,0.524,0.476,NA,NA,0.3,0.903,0.085,0,0.162,3.146,43.016,2464.276,0.007,0.003,0.001,0,0.007,0.001,0.009,0.005,0.007
1970,440,1885,94250,141843.661,63829.36,0.22,0.089,0.036,0.015,0.537,0.071,0.739,284191.174,292081.407,-2287.937,57751.49,72939.027,0.617,0.383,NA,NA,0.275,0.836,0.162,0,0.22,3.085,46.922,679.743,0.003,0.001,0,0,0.002,0,0.003,0.002,0.005
1970,444,1337,66850,176762.781,100684.637,0.174,0.07,0.028,0.012,0.454,0.119,0.638,236227.209,355874.501,9467.894,71048.256,97427.448,0.705,0.295,NA,NA,0.17,0.943,0.054,0.001,0.159,3.444,46.546,4187.196,0.012,0.005,0.002,0.001,0.013,0.003,0.016,0.009,0.015
1970,448,54223,2711150,248779.644,89027.137,0.232,0.094,0.038,0.015,0.571,0.046,0.774,550102.534,541275.352,-2466.96,77332.81,100920.552,0.482,0.518,NA,NA,0.376,0.886,0.087,0.002,0.239,2.924,46.002,3643.355,0.003,0.001,0.001,0,0.006,0.001,0.006,0.003,0.006
1970,452,4818,240900,175358.933,77720.182,0.231,0.093,0.038,0.015,0.554,0.078,0.755,404377.294,345346.233,0,69853.661,78102.203,0.639,0.361,NA,NA,0.223,0.88,0.118,0,0.218,3.186,47.039,3904.558,0.008,0.003,0.001,0.001,0.01,0.002,0.013,0.006,0.003
1970,472,1591,79550,211165.25,86035.189,0.226,0.091,0.037,0.015,0.555,0.058,0.752,355688.087,430963.074,-5010.943,75449.412,86704.073,0.514,0.486,NA,NA,0.483,0.98,0.011,0.001,0.223,3.059,42.769,2709.271,0.004,0.002,0.001,0,0.006,0.001,0.007,0.003,0.002
1970,492,4318,215900,142859.688,54917.944,0.238,0.096,0.039,0.016,0.577,0.051,0.778,359611.729,305019.675,-4156.773,60276.258,67283.523,0.552,0.448,NA,NA,0.246,0.673,0.323,0,0.242,3.3,46.198,1128.983,0.004,0.001,0.001,0,0.003,0,0.004,0.003,0.002
1970,500,7874,393700,221981.028,83770.353,0.234,0.095,0.038,0.016,0.573,0.055,0.769,445648.405,474015.229,0,68324.338,79514.871,0.5,0.5,NA,NA,0.29,0.874,0.122,0.002,0.241,2.954,49.865,3750.015,0.005,0.002,0.001,0,0.007,0.001,0.009,0.004,0.004
1970,508,7594,379700,212714.549,99397.151,0.21,0.085,0.034,0.014,0.519,0.075,0.728,401031.748,437160.172,4572.597,77277.871,90656.515,0.543,0.457,NA,NA,0.285,0.933,0.062,0,0.21,3.192,46.856,1503.967,0.003,0.001,0,0,0.003,0.001,0.004,0.002,0.001
1970,512,10316,515800,220895.107,109883.458,0.203,0.082,0.033,0.013,0.503,0.089,0.712,447636.957,447456.583,4108.293,79634.064,107375.553,0.623,0.377,NA,NA,0.354,0.975,0.018,0,0.216,3.195,45.678,996.4,0.001,0.001,0,0,0.002,0,0.003,0.001,0.002
1970,516,1981,99050,144094.19,56648.14,0.22,0.089,0.036,0.015,0.556,0.063,0.753,296580.535,327702.153,0,54512.633,69709.304,0.65,0.35,NA,NA,0.191,0.725,0.273,0,0.226,3.413,47.155,1067.955,0.003,0.001,0.001,0,0.003,0,0.004,0.003,0.005
1970,536,3063,153150,165381.829,67230.987,0.236,0.096,0.039,0.016,0.576,0.061,0.768,333071.567,346183.489,-2736.99,66082.931,74366.432,0.579,0.421,NA,NA,0.271,0.832,0.166,0,0.225,3.112,45.532,1937.691,0.005,0.002,0.001,0,0.005,0.001,0.007,0.004,0.002
1970,548,4112,205600,255853.378,113245.584,0.217,0.088,0.036,0.014,0.535,0.07,0.742,551018.285,526406.188,4209.113,76942.043,110527.152,0.555,0.445,NA,NA,0.266,0.927,0.068,0,0.206,3.153,48.233,2901.611,0.003,0.001,0,0,0.005,0.001,0.005,0.002,0.005
1970,556,5783,289150,166632.348,52114.387,0.249,0.101,0.041,0.017,0.605,0.033,0.803,431717.741,351266.985,-4347.483,61732.842,76467.959,0.464,0.536,NA,NA,0.253,0.722,0.275,0,0.25,3.256,46.478,1573.722,0.003,0.001,0,0,0.004,0,0.005,0.002,0.002
1970,560,89992,4499600,236635.028,54442.701,0.253,0.102,0.041,0.017,0.62,0.03,0.821,850003.788,535627.554,0,79797.014,87719.69,0.327,0.673,NA,NA,0.269,0.846,0.143,0.002,0.257,2.952,48.324,8712.699,0.008,0.003,0.001,0.001,0.014,0.001,0.014,0.006,0.01
1970,572,5217,260850,144369.356,63332.349,0.215,0.087,0.035,0.014,0.545,0.05,0.755,310081.833,320438.981,-6731.491,63828.345,73556.902,0.541,0.459,NA,NA,0.249,0.756,0.237,0,0.207,3.265,43.214,2233.624,0.008,0.003,0.001,0,0.007,0.001,0.009,0.006,0.007
1970,588,3957,197850,160661.754,70023.668,0.213,0.086,0.035,0.014,0.532,0.076,0.726,271332.138,344714.775,-1916.196,64714.885,72141.565,0.66,0.34,NA,NA,0.361,0.905,0.072,0.001,0.217,2.96,45.904,1244.416,0.004,0.001,0.001,0,0.004,0.001,0.005,0.003,0.007
1970,592,3064,153200,167074.634,76319.915,0.22,0.089,0.036,0.015,0.539,0.077,0.738,335637.933,346153.483,-1833.465,69016.966,73505.152,0.604,0.396,NA,NA,0.318,0.938,0.058,0,0.205,3.216,45.93,1190.572,0.003,0.001,0,0,0.003,0.001,0.004,0.002,0.003
1970,596,2456,122800,199492.625,87513.209,0.209,0.085,0.034,0.014,0.521,0.078,0.727,407989.647,411060.814,0,65327.925,86213.694,0.669,0.331,NA,NA,0.303,0.866,0.133,0,0.21,3.146,47.107,2735.588,0.005,0.002,0.001,0,0.007,0.001,0.009,0.004,0.005
1970,612,2007,100350,200804.72,93868.692,0.21,0.085,0.034,0.014,0.521,0.091,0.732,517825.976,426461.231,6186.483,72342.99,92849.032,0.693,0.307,NA,NA,0.247,0.958,0.04,0,0.182,3.107,47.576,1745.616,0.003,0.001,0,0,0.004,0.001,0.005,0.002,0.003
1970,616,27641,1382050,191677.049,88736.444,0.215,0.087,0.035,0.014,0.527,0.085,0.727,403388.167,383194.39,0,72851.939,81510.361,0.647,0.353,NA,NA,0.24,0.828,0.168,0.001,0.227,3.18,48.147,639.299,0.001,0,0,0,0.002,0,0.002,0.001,0.003
1970,620,5394,269700,204463.886,89469.385,0.212,0.086,0.035,0.014,0.53,0.074,0.73,384557.656,436494.202,0,69966.896,85961.228,0.623,0.377,NA,NA,0.361,0.954,0.033,0.003,0.19,3.216,45.945,3088.136,0.006,0.002,0.001,0,0.007,0.001,0.009,0.004,0.006
1970,628,13808,690400,177966.945,87023.686,0.212,0.086,0.035,0.014,0.519,0.09,0.716,324860.748,350375.862,3511.894,66743.969,78338.633,0.644,0.356,NA,NA,0.215,0.926,0.071,0,0.211,3.128,49.729,1022.393,0.003,0.001,0,0,0.003,0.001,0.003,0.002,0.003
1970,644,6258,312900,197123.568,94192.65,0.21,0.085,0.034,0.014,0.516,0.08,0.723,381880.905,397584.884,0,68908.451,84038.381,0.617,0.383,NA,NA,0.35,0.965,0.022,0,0.224,2.923,47.827,1290.132,0.003,0.001,0,0,0.003,0.001,0.004,0.002,0.002
1970,648,4186,209300,173715.223,72473.185,0.226,0.091,0.037,0.015,0.55,0.06,0.757,366817.903,369315.65,0,65606.419,73820.095,0.505,0.495,NA,NA,0.21,0.972,0.024,0,0.233,3.051,49.408,2318.622,0.005,0.002,0.001,0,0.006,0.001,0.008,0.004,0.002
1970,668,1743,87150,155688.584,82875.991,0.192,0.078,0.031,0.013,0.486,0.111,0.679,351155.877,297523.958,8447.949,65057.109,69940.16,0.687,0.313,NA,NA,0.154,0.976,0.021,0.001,0.206,2.961,50.181,2761.736,0.01,0.004,0.002,0.001,0.009,0.002,0.011,0.008,0.012
1970,676,3056,152800,185605.07,76801.468,0.225,0.091,0.037,0.015,0.55,0.064,0.756,425341.905,385710.075,0,70484.695,84718.107,0.588,0.412,NA,NA,0.295,0.774,0.223,0,0.234,3.074,45.769,2315.412,0.004,0.002,0.001,0,0.006,0.001,0.007,0.003,0.003
1970,678,6517,325850,190851.523,81714.573,0.213,0.086,0.035,0.014,0.535,0.065,0.733,311614.831,426830.959,-1637.438,64025.263,84247.077,0.597,0.403,NA,NA,0.313,0.948,0.04,0.003,0.199,3.146,47.194,3545.903,0.007,0.003,0.001,0,0.009,0.001,0.011,0.005,0.007
1970,684,4806,240300,224244.938,111790.17,0.202,0.082,0.033,0.013,0.503,0.087,0.727,772235.204,452359.622,5132.07,98860.757,102869.846,0.626,0.374,NA,NA,0.315,0.936,0.059,0,0.206,3.186,46.83,2448.933,0.004,0.001,0.001,0,0.005,0.001,0.007,0.003,0.002
1970,688,1519,75950,204824.119,93667.648,0.222,0.09,0.036,0.015,0.54,0.079,0.75,466147.403,415064.71,4166.956,76831.342,99250.139,0.637,0.363,NA,NA,0.219,0.949,0.05,0,0.17,3.239,45.477,3840.212,0.007,0.003,0.001,0,0.008,0.001,0.01,0.006,0.004
1970,692,4751,237550,189898.314,84978.213,0.214,0.087,0.035,0.014,0.532,0.07,0.73,319211.174,396238.455,-1774.063,68534.584,85487.661,0.587,0.413,NA,NA,0.378,0.92,0.042,0.002,0.206,3.112,45.399,1321.978,0.003,0.001,0.001,0,0.003,0,0.004,0.002,0.005
1970,704,13416,670800,183072.879,83559.813,0.217,0.088,0.036,0.014,0.532,0.076,0.736,375949.93,363715.108,0,71547.246,80390.184,0.612,0.388,NA,NA,0.242,0.854,0.143,0,0.221,3.183,47.856,923.562,0.002,0.001,0,0,0.002,0,0.003,0.001,0.002
1970,712,1341,67050,245649.057,78544.842,0.233,0.094,0.038,0.015,0.577,0.036,0.772,392367.729,558741.55,-6012.997,65382.322,94509.986,0.495,0.505,NA,NA,0.378,0.904,0.044,0.005,0.205,3.133,45.011,1972.065,0.002,0.001,0,0,0.003,0,0.004,0.002,0.003
1970,716,2952,147600,181790.712,87930.706,0.202,0.082,0.033,0.013,0.508,0.085,0.713,350077.511,381220.368,0,69157.959,94385.91,0.65,0.35,NA,NA,0.405,0.979,0.006,0,0.177,3.495,44.982,2780.707,0.006,0.003,0.001,0,0.007,0.001,0.009,0.005,0.007
1970,724,4572,228600,152929.048,58910.075,0.229,0.093,0.038,0.015,0.564,0.061,0.762,319069.571,333284.919,-4431.183,59661.843,64175.668,0.615,0.385,NA,NA,0.277,0.92,0.074,0.003,0.222,3.414,45.959,866.119,0.003,0.001,0,0,0.002,0,0.003,0.002,0.004
1970,732,7819,390950,236797.041,94900.401,0.225,0.091,0.037,0.015,0.556,0.052,0.755,424157.191,517282.519,-5590.205,69444.857,95582.66,0.529,0.471,NA,NA,0.387,0.938,0.04,0.002,0.217,2.997,45.136,1152.942,0.002,0.001,0,0,0.002,0,0.003,0.001,0.002
1970,736,20562,1028100,286053.558,104586.449,0.229,0.093,0.037,0.015,0.564,0.05,0.763,572765.42,622650.339,-1971.421,79702.93,107226.033,0.49,0.51,NA,NA,0.399,0.853,0.096,0.002,0.244,2.806,46.561,4709.422,0.003,0.001,0.001,0,0.007,0.001,0.006,0.002,0.007
1970,740,6125,306250,283448.644,125000.887,0.214,0.087,0.035,0.014,0.529,0.074,0.726,450602.902,594998.981,0,88015.815,130819.557,0.596,0.404,NA,NA,0.474,0.95,0.016,0.003,0.18,3.267,42.68,2008.535,0.001,0.001,0,0,0.003,0.001,0.003,0.001,0.003
1970,747,1547,77350,245801.539,85982.685,0.236,0.095,0.039,0.016,0.583,0.043,0.777,506782.791,552320.34,-5157.533,72004.38,94321.074,0.5,0.5,NA,NA,0.478,0.961,0.019,0.003,0.214,3.051,45.379,3775.317,0.003,0.001,0.001,0,0.006,0.001,0.006,0.002,0.004
1970,756,1816,90800,123607.157,61085.01,0.21,0.085,0.034,0.014,0.508,0.091,0.705,248664.01,250504.619,4499.267,53786.402,54438.705,0.589,0.411,NA,NA,0.137,0.993,0.006,0.001,0.246,3.013,51.737,1390.949,0.006,0.002,0.001,0,0.006,0.001,0.007,0.005,0.006
1970,760,8913,445650,240549.351,111711.01,0.208,0.084,0.034,0.014,0.517,0.081,0.719,449853.774,493788.254,0,77579.767,109036.758,0.627,0.373,NA,NA,0.388,0.946,0.03,0,0.207,2.962,45.623,1715.163,0.003,0.001,0,0,0.003,0.001,0.004,0.002,0.003
1970,768,1700,85000,152427.413,56954.749,0.25,0.101,0.041,0.017,0.601,0.054,0.788,333757.906,305219.24,-4102.341,55100.26,72263.698,0.622,0.378,NA,NA,0.259,0.705,0.294,0,0.252,3.249,47.528,2254.158,0.005,0.002,0.001,0,0.006,0.001,0.008,0.003,0.004
1970,780,1547,77350,170613.399,89656.407,0.19,0.077,0.031,0.013,0.481,0.112,0.662,236664.462,316863.072,8560.28,67767.275,77589.808,0.75,0.25,NA,NA,0.217,0.94,0.058,0,0.193,3.154,47.933,4599.576,0.019,0.007,0.003,0.001,0.014,0.003,0.018,0.014,0.018
1970,784,1700,85000,161361.722,78430.676,0.213,0.086,0.035,0.014,0.516,0.085,0.717,302140.478,325411.886,0,60733.655,73755.392,0.659,0.341,NA,NA,0.351,0.977,0.013,0.001,0.228,2.941,48.561,3059.177,0.008,0.003,0.001,0.001,0.009,0.002,0.012,0.006,0.003
1970,800,2533,126650,163583.655,77758.521,0.213,0.086,0.035,0.014,0.525,0.073,0.737,375504.113,327260.932,0,67057.85,74053.262,0.531,0.469,NA,NA,0.229,0.952,0.045,0,0.234,3.113,48.637,1255.627,0.004,0.002,0.001,0,0.004,0.001,0.005,0.003,0.005
1970,812,1672,83600,174745.448,75532.643,0.218,0.088,0.036,0.014,0.543,0.062,0.734,257915.442,369738.146,0,61647.837,73563.274,0.571,0.429,NA,NA,0.272,0.891,0.051,0.004,0.207,3.053,48.306,2448.86,0.006,0.002,0.001,0,0.006,0.001,0.008,0.005,0.008
1970,816,3285,164250,178290.112,87810.497,0.2,0.081,0.033,0.013,0.507,0.082,0.705,289206.976,363596.123,0,69310.054,80495.417,0.6,0.4,NA,NA,0.297,0.957,0.036,0,0.216,3.204,47.078,3466.424,0.009,0.003,0.001,0.001,0.01,0.002,0.012,0.007,0.01
1970,820,2263,113150,195191.832,92773.365,0.199,0.081,0.033,0.013,0.505,0.074,0.719,422581.859,415149.421,-2632.654,66768.86,87862.431,0.631,0.369,NA,NA,0.274,0.944,0.037,0,0.201,3.021,46.344,4371.94,0.009,0.004,0.001,0.001,0.011,0.002,0.014,0.007,0.008
